"""mov_galaxy_ID""","""imdbID""","""title""","""rating"""
"""583""","""0177023""","""My Mother Dreams the Satan's Disciples in New York""","""7.3"""
"""584""","""0132347""","""Mystery Men""","""6.0"""
"""586""","""2281375""","""Nashville""","""7.7"""
"""587""","""0110632""","""Natural Born Killers""","""7.3"""
"""591""","""0104990""","""Newsies""","""7.0"""
"""592""","""0435705""","""Next""","""6.2"""
"""593""","""0195945""","""Next Friday""","""6.1"""
"""594""","""1458175""","""The Next Three Days""","""7.4"""
"""595""","""0113972""","""Nick of Time""","""6.3"""
"""599""","""0087800""","""A Nightmare on Elm Street""","""7.5"""
"""600""","""0101917""","""Freddy's Dead: The Final Nightmare""","""4.9"""
"""601""","""0810988""","""The Nines""","""6.4"""
"""602""","""1186367""","""Ninja Assassin""","""6.4"""
"""603""","""0031725""","""Ninotchka""","""8.0"""
"""605""","""0125439""","""Notting Hill""","""7.0"""
"""606""","""0171580""","""Nurse Betty""","""6.2"""
"""607""","""0190590""","""O Brother  Where Art Thou?""","""7.7"""
"""608""","""1197628""","""Observe and Report""","""5.8"""
"""609""","""0324554""","""Wicker Park""","""7.0"""
"""615""","""0073486""","""One Flew Over the Cuckoo's Nest""","""8.7"""
"""616""","""0081283""","""Ordinary People""","""7.8"""
"""618""","""1148204""","""Orphan""","""7.0"""
"""619""","""0467200""","""The Other Boleyn Girl""","""6.7"""
"""620""","""0120780""","""Out of Sight""","""7.0"""
"""621""","""0395699""","""The Pacifier""","""5.6"""
"""622""","""0258000""","""Panic Room""","""6.8"""
"""623""","""4687882""","""Patriot""","""8.2"""
"""624""","""0213149""","""Pearl Harbor""","""6.1"""
"""625""","""0054167""","""Peeping Tom""","""7.7"""
"""628""","""0107808""","""A Perfect World""","""7.5"""
"""629""","""0098084""","""Pet Sematary""","""6.6"""
"""630""","""0105128""","""Pet Sematary II""","""4.8"""
"""631""","""0063426""","""Petulia""","""7.3"""
"""632""","""0472954""","""It's Always Sunny in Philadelphia""","""8.8"""
"""633""","""0183649""","""Phone Booth""","""7.1"""
"""634""","""0138704""","""Pi""","""7.5"""
"""635""","""0253474""","""The Pianist""","""8.5"""
"""636""","""0107822""","""The Piano""","""7.6"""
"""637""","""0910936""","""Pineapple Express""","""7.0"""
"""638""","""0325980""","""Pirates of the Caribbean: The Curse of the Black Pearl""","""8.0"""
"""640""","""0134847""","""Pitch Black""","""7.1"""
"""641""","""0133152""","""Planet of the Apes""","""5.7"""
"""642""","""0022268""","""Platinum Blonde""","""6.9"""
"""643""","""0091763""","""Platoon""","""8.1"""
"""644""","""0120789""","""Pleasantville""","""7.5"""
"""645""","""0102685""","""Point Break""","""7.2"""
"""647""","""0110877""","""Il postino""","""7.7"""
"""648""","""0105159""","""The Power of One""","""7.2"""
"""649""","""0929632""","""Precious""","""7.3"""
"""650""","""3829266""","""The Predator""","""5.4"""
"""651""","""0100405""","""Pretty Woman""","""6.9"""
"""652""","""0093779""","""The Princess Bride""","""8.1"""
"""653""","""0066249""","""The Private Life of Sherlock Holmes""","""7.2"""
"""655""","""0042116""","""The Jack Benny Program""","""8.7"""
"""656""","""0114194""","""The Prophecy""","""6.6"""
"""657""","""1041829""","""The Proposal""","""6.7"""
"""658""","""0054215""","""Psycho""","""8.5"""
"""659""","""1152836""","""Public Enemies""","""7.0"""
"""660""","""0110912""","""Pulp Fiction""","""8.9"""
"""661""","""0272338""","""Punch-Drunk Love""","""7.3"""
"""662""","""0087957""","""Purple Rain""","""6.5"""
"""664""","""0238546""","""Queen of the Damned""","""5.3"""
"""665""","""0436697""","""The Queen""","""7.3"""
"""666""","""1084950""","""Rachel Getting Married""","""6.7"""
"""667""","""0081398""","""Raging Bull""","""8.2"""
"""668""","""0093822""","""Raising Arizona""","""7.4"""
"""669""","""0102753""","""Rambling Rose""","""6.7"""
"""670""","""0089880""","""Rambo: First Blood Part II""","""6.4"""
"""671""","""0976051""","""The Reader""","""7.6"""
"""672""","""0089886""","""Real Genius""","""7.0"""
"""673""","""0047396""","""Rear Window""","""8.5"""
"""675""","""4939064""","""Mars""","""7.5"""
"""677""","""0120004""","""The Relic""","""5.7"""
"""678""","""1403981""","""Remember Me""","""7.2"""
"""679""","""0191397""","""The Replacements""","""6.5"""
"""682""","""0105236""","""Reservoir Dogs""","""8.3"""
"""683""","""0120804""","""Resident Evil""","""6.7"""
"""685""","""0959337""","""Revolutionary Road""","""7.3"""
"""686""","""4287320""","""The Circle""","""5.3"""
"""688""","""0898367""","""The Road""","""7.3"""
"""689""","""0102798""","""Robin Hood: Prince of Thieves""","""6.9"""
"""691""","""0117500""","""The Rock""","""7.4"""
"""692""","""1032755""","""RocknRolla""","""7.3"""
"""693""","""0075148""","""Rocky""","""8.1"""
"""694""","""0073629""","""The Rocky Horror Picture Show""","""7.4"""
"""695""","""0117509""","""Romeo + Juliet""","""6.8"""
"""696""","""0122690""","""Ronin""","""7.3"""
"""697""","""0047736""","""Gunsmoke""","""8.0"""
"""698""","""0963794""","""The Ruins""","""5.9"""
"""699""","""0163187""","""Runaway Bride""","""5.5"""
"""700""","""0120812""","""Rush Hour""","""6.9"""
"""701""","""0266915""","""Rush Hour 2""","""6.6"""
"""703""","""0246578""","""Donnie Darko""","""8.1"""
"""704""","""0120053""","""The Saint""","""6.2"""
"""705""","""0235737""","""The Salton Sea""","""7.2"""
"""706""","""0108037""","""The Sandlot""","""7.8"""
"""707""","""0206275""","""Save the Last Dance""","""6.2"""
"""708""","""0120815""","""Saving Private Ryan""","""8.6"""
"""710""","""0086250""","""Scarface""","""8.3"""
"""713""","""3921180""","""Scream: The TV Series""","""7.3"""
"""714""","""0120082""","""Scream 2""","""6.1"""
"""715""","""0134084""","""Scream 3""","""5.5"""
"""716""","""0114369""","""Se7en""","""8.6"""
"""717""","""0049730""","""The Searchers""","""8.0"""
"""718""","""0839980""","""Semi-Pro""","""5.8"""
"""719""","""0114388""","""Sense and Sensibility""","""7.7"""
"""720""","""0379786""","""Serenity""","""7.9"""
"""721""","""0111127""","""Serial Mom""","""6.7"""
"""723""","""0159206""","""Sex and the City""","""7.0"""
"""724""","""0098724""","""Sex, Lies, and Videotape""","""7.2"""
"""725""","""0376874""","""Sexual Life""","""5.1"""
"""728""","""0111149""","""Shallow Grave""","""7.4"""
"""729""","""0073692""","""Shampoo""","""6.3"""
"""730""","""0111161""","""The Shawshank Redemption""","""9.3"""
"""731""","""0815236""","""She's Out of My League""","""6.4"""
"""732""","""0988045""","""Sherlock Holmes""","""7.6"""
"""733""","""0081505""","""The Shining""","""8.4"""
"""734""","""0120824""","""The Shipping News""","""6.8"""
"""735""","""0073705""","""Shivers""","""6.6"""
"""737""","""0375063""","""Sideways""","""7.5"""
"""738""","""0074156""","""Assault on Precinct 13""","""7.4"""
"""739""","""0286106""","""Signs""","""6.7"""
"""740""","""0102926""","""The Silence of the Lambs""","""8.6"""
"""741""","""1074638""","""Skyfall""","""7.8"""
"""742""","""0258153""","""S1m0ne""","""6.1"""
"""743""","""0105417""","""Sister Act""","""6.3"""
"""744""","""0167404""","""The Sixth Sense""","""8.1"""
"""745""","""0108160""","""Sleepless in Seattle""","""6.8"""
"""746""","""2647544""","""Sleepy Hollow""","""7.5"""
"""747""","""0117666""","""Sling Blade""","""8.0"""
"""748""","""0439815""","""Slither""","""6.5"""
"""749""","""1010048""","""Slumdog Millionaire""","""8.0"""
"""751""","""5992164""","""Snatch""","""6.9"""
"""753""","""0120834""","""Snow Falling on Cedars""","""6.8"""
"""754""","""0108174""","""So I Married an Axe Murderer""","""6.4"""
"""755""","""0069293""","""Solyaris""","""8.1"""
"""756""","""0120157""","""Soldier""","""6.0"""
"""757""","""0094008""","""Someone to Watch Over Me""","""6.1"""
"""758""","""0337741""","""Something's Gotta Give""","""6.7"""
"""760""","""0371246""","""Spanglish""","""6.4"""
"""761""","""0108200""","""Spare Me""","""6.8"""
"""762""","""1073498""","""Meet the Spartans""","""2.7"""
"""764""","""0811080""","""Speed Racer""","""6.1"""
"""765""","""0120184""","""Sphere""","""6.0"""
"""766""","""0145487""","""Spider-Man""","""7.3"""
"""767""","""0060028""","""Star Trek""","""8.4"""
"""768""","""0084726""","""Star Trek: The Wrath of Khan""","""7.7"""
"""769""","""0117731""","""Star Trek: First Contact""","""7.6"""
"""770""","""0111280""","""Star Trek: Generations""","""6.6"""
"""771""","""0120844""","""Star Trek: Insurrection""","""6.4"""
"""772""","""0079945""","""Star Trek: The Motion Picture""","""6.4"""
"""774""","""0121765""","""Star Wars: Episode II - Attack of the Clones""","""6.7"""
"""775""","""0086190""","""Star Wars: Episode VI - Return of the Jedi""","""8.4"""
"""777""","""0080684""","""Star Wars: Episode V - The Empire Strikes Back""","""8.8"""
"""779""","""0088172""","""Starman""","""7.0"""
"""780""","""0120201""","""Starship Troopers""","""7.2"""
"""781""","""0120202""","""State and Main""","""6.8"""
"""782""","""0040835""","""Station West""","""6.7"""
"""783""","""0120686""","""Stepmom""","""6.7"""
"""784""","""0070735""","""The Sting""","""8.3"""
"""785""","""0164181""","""Stir of Echoes""","""7.0"""
"""786""","""0250081""","""Storytelling""","""6.9"""
"""787""","""0114558""","""Strange Days""","""7.2"""
"""788""","""0044079""","""Strangers on a Train""","""8.0"""
"""789""","""0081568""","""The Stunt Man""","""7.2"""
"""790""","""0990413""","""Sugar""","""7.2"""
"""792""","""0043014""","""Sunset Blvd.""","""8.5"""
"""793""","""0862846""","""Sunshine Cleaning""","""6.9"""
"""794""","""0829482""","""Superbad""","""7.6"""
"""797""","""0418206""","""The Surfer King""","""3.9"""
"""798""","""0324127""","""Suspect Zero""","""5.9"""
"""799""","""0120255""","""The Sweet Hereafter""","""7.7"""
"""800""","""0051036""","""Sweet Smell of Success""","""8.2"""
"""801""","""0117802""","""Swingers""","""7.4"""
"""802""","""0244244""","""Swordfish""","""6.5"""
"""803""","""0383028""","""Synecdoche  New York""","""7.6"""
"""804""","""0364045""","""Taking Lives""","""6.2"""
"""805""","""0260414""","""Taking Sides""","""7.2"""
"""806""","""0134119""","""The Talented Mr. Ripley""","""7.3"""
"""808""","""0075314""","""Taxi Driver""","""8.3"""
"""809""","""0088247""","""The Terminator""","""8.0"""
"""810""","""0103064""","""Terminator 2: Judgment Day""","""8.5"""
"""811""","""0438488""","""Terminator Salvation""","""6.6"""
"""815""","""0084787""","""The Thing""","""8.2"""
"""816""","""0146309""","""Thirteen Days""","""7.3"""
"""818""","""0120188""","""Three Kings""","""7.1"""
"""819""","""0033788""","""Kings of the Turf""","""5.4"""
"""820""","""0094137""","""3 Men and a Baby""","""5.9"""
"""821""","""1509767""","""The Three Musketeers""","""5.8"""
"""822""","""0105585""","""Thunderheart""","""6.8"""
"""824""","""0857295""","""Timber Falls""","""5.3"""
"""825""","""0268695""","""The Time Machine""","""5.9"""
"""826""","""0117918""","""Tin Cup""","""6.3"""
"""827""","""0319262""","""The Day After Tomorrow""","""6.4"""
"""828""","""0120338""","""Titanic""","""7.7"""
"""829""","""0453556""","""TMNT""","""6.3"""
"""830""","""0100791""","""To Sleep with Anger""","""7.1"""
"""831""","""0108358""","""Tombstone""","""7.8"""
"""832""","""0120347""","""Tomorrow Never Dies""","""6.5"""
"""833""","""0092099""","""Top Gun""","""6.9"""
"""834""","""0100802""","""Total Recall""","""7.5"""
"""835""","""1243957""","""The Tourist""","""6.0"""
"""836""","""0114709""","""Toy Story""","""8.3"""
"""837""","""0181865""","""Traffic""","""7.6"""
"""839""","""0117951""","""Trainspotting""","""8.2"""
"""840""","""0092106""","""The Transformers: The Movie""","""7.3"""
"""841""","""0100814""","""Tremors""","""7.1"""
"""843""","""1104001""","""Tron""","""6.8"""
"""844""","""0942385""","""Tropic Thunder""","""7.0"""
"""846""","""0111503""","""True Lies""","""7.2"""
"""847""","""0108399""","""True Romance""","""8.0"""
"""848""","""0120382""","""The Truman Show""","""8.1"""
"""849""","""1099212""","""Twilight""","""5.2"""
"""850""","""1259571""","""The Twilight Saga: New Moon""","""4.6"""
"""851""","""0098936""","""Twin Peaks""","""8.9"""
"""852""","""0094964""","""Dead Ringers""","""7.3"""
"""853""","""0417217""","""Two for the Money""","""6.2"""
"""854""","""0120399""","""U Turn""","""6.8"""
"""855""","""0217869""","""Unbreakable""","""7.2"""
"""857""","""1049413""","""Up""","""8.3"""
"""858""","""1193138""","""Up in the Air""","""7.4"""
"""860""","""0434409""","""V for Vendetta""","""8.2"""
"""861""","""0985699""","""Valkyrie""","""7.1"""
"""862""","""0259711""","""Vanilla Sky""","""6.9"""
"""863""","""0084855""","""The Verdict""","""7.8"""
"""865""","""0124198""","""Very Bad Things""","""6.3"""
"""867""","""0114857""","""Virtuosity""","""5.5"""
"""868""","""0133152""","""Planet of the Apes""","""5.7"""
"""869""","""0120885""","""Wag the Dog""","""7.1"""
"""870""","""0281358""","""A Walk to Remember""","""7.4"""
"""871""","""0351977""","""Walking Tall""","""6.2"""
"""872""","""0094291""","""Wall Street""","""7.4"""
"""873""","""1666185""","""All Eyez on Me""","""5.8"""
"""874""","""0493464""","""Wanted""","""6.7"""
"""875""","""0407304""","""War of the Worlds""","""6.5"""
"""876""","""0423510""","""Warm Springs""","""7.7"""
"""877""","""0409459""","""Watchmen""","""7.6"""
"""878""","""0498399""","""We Own the Night""","""6.9"""
"""879""","""0103241""","""What About Bob?""","""7.0"""
"""880""","""0161081""","""What Lies Beneath""","""6.6"""
"""881""","""0455857""","""When a Stranger Calls""","""5.0"""
"""883""","""0887971""","""While She Was Out""","""4.8"""
"""884""","""0047673""","""White Christmas""","""7.6"""
"""885""","""0892384""","""White Jazz""","""?"""
"""887""","""0118158""","""White Squall""","""6.6"""
"""888""","""0365929""","""Whiteout""","""5.5"""
"""889""","""0096438""","""Who Framed Roger Rabbit""","""7.7"""
"""891""","""0100935""","""Wild at Heart""","""7.2"""
"""892""","""0065214""","""The Wild Bunch""","""8.0"""
"""893""","""0386117""","""Where the Wild Things Are""","""6.8"""
"""895""","""0120891""","""Wild Wild West""","""4.8"""
"""896""","""0096446""","""Willow""","""7.3"""
"""897""","""0120347""","""Tomorrow Never Dies""","""6.5"""
"""899""","""0090329""","""Witness""","""7.4"""
"""901""","""0185014""","""Wonder Boys""","""7.4"""
"""902""","""0361127""","""The Woodsman""","""7.2"""
"""904""","""1125849""","""The Wrestler""","""7.9"""
"""905""","""0106179""","""The X Files""","""8.7"""
"""906""","""0120903""","""X-Men""","""7.4"""
"""907""","""0458525""","""X-Men Origins: Wolverine""","""6.7"""
"""908""","""0295701""","""xXx""","""5.8"""
"""910""","""1068680""","""Yes Man""","""6.8"""
"""911""","""0203230""","""You Can Count on Me""","""7.7"""
"""913""","""0403702""","""Youth in Revolt""","""6.5"""
"""914""","""0421090""","""Zerophilia""","""6.3"""
